#2013-09-05T10:00:58NZST
#System Version : ant-1.6.4
#Source Packages: org.apache.tools
#Ignore Packages: 
#Distributed    : apache-ant-1.6.4/src/main
#Source Roots   : apache-ant-1.6.4/src/etc/testcases/core/containersrc,apache-ant-1.6.4/src/etc/testcases/core/loaderref/src,apache-ant-1.6.4/src/etc/testcases/taskdefs/fixcrlf/expected,apache-ant-1.6.4/src/etc/testcases/taskdefs/fixcrlf/input,apache-ant-1.6.4/src/etc/testcases/taskdefs/optional/depend/src1,apache-ant-1.6.4/src/etc/testcases/taskdefs/optional/depend/src2,apache-ant-1.6.4/src/etc/testcases/taskdefs/optional/depend/src3,apache-ant-1.6.4/src/etc/testcases/taskdefs/optional/depend/src4,apache-ant-1.6.4/src/etc/testcases/taskdefs/optional/depend/src5,apache-ant-1.6.4/src/etc/testcases/taskdefs/optional/dotnet,apache-ant-1.6.4/src/etc/testcases/types/assertions,apache-ant-1.6.4/src/main,apache-ant-1.6.4/src/testcases
#1. Fully-qualified type name
#2. location in bin
#3. location in src
#4. 0=in src pkg (user-defined), 1=not in src pkg. See 'Source Packages' above
#5. 0=both bin and src, 1=bin only, 2=src only
#6. 0=distributed, 1 = not distributed. Source code in 'Distributed' above
#7. 0=top-level public, 4=top-level non-public, 1=top-level different name, 2=nested, 3=probably haven't seen source, -1 no source, or not parsed
#8. LOC - physical lines in file (for public type only)
#9. NCLOC - non-commented lines of code in file (for public type only)
#
A		apache-ant-1.6.4/src/etc/testcases/taskdefs/optional/depend/src1/A.java,apache-ant-1.6.4/src/etc/testcases/taskdefs/optional/depend/src2/A.java,apache-ant-1.6.4/src/etc/testcases/taskdefs/optional/depend/src3/A.java,apache-ant-1.6.4/src/etc/testcases/taskdefs/optional/depend/src5/A.java	1	2	1	0	4	3
APrivate		apache-ant-1.6.4/src/etc/testcases/taskdefs/optional/depend/src5/A.java	1	2	1	1	0	0
AssertionTest		apache-ant-1.6.4/src/etc/testcases/types/assertions/AssertionTest.java	1	2	1	0	29	6
B		apache-ant-1.6.4/src/etc/testcases/taskdefs/optional/depend/src1/B.java,apache-ant-1.6.4/src/etc/testcases/taskdefs/optional/depend/src2/B.java,apache-ant-1.6.4/src/etc/testcases/taskdefs/optional/depend/src3/B.java,apache-ant-1.6.4/src/etc/testcases/taskdefs/optional/depend/src5/B.java	1	2	1	0	3	2
C		apache-ant-1.6.4/src/etc/testcases/taskdefs/optional/depend/src1/C.java	1	2	1	0	3	2
D		apache-ant-1.6.4/src/etc/testcases/taskdefs/optional/depend/src1/D.java	1	2	1	0	3	2
E		apache-ant-1.6.4/src/etc/testcases/taskdefs/optional/depend/src1/E.java	1	2	1	0	6	5
Junk1		apache-ant-1.6.4/src/etc/testcases/taskdefs/fixcrlf/expected/Junk1.java,apache-ant-1.6.4/src/etc/testcases/taskdefs/fixcrlf/expected/Junk2.java,apache-ant-1.6.4/src/etc/testcases/taskdefs/fixcrlf/expected/Junk3.java,apache-ant-1.6.4/src/etc/testcases/taskdefs/fixcrlf/expected/Junk4.java,apache-ant-1.6.4/src/etc/testcases/taskdefs/fixcrlf/expected/Junk5.java,apache-ant-1.6.4/src/etc/testcases/taskdefs/fixcrlf/expected/Junk6.java,apache-ant-1.6.4/src/etc/testcases/taskdefs/fixcrlf/expected/Junk7.java,apache-ant-1.6.4/src/etc/testcases/taskdefs/fixcrlf/expected/Junk9.java,apache-ant-1.6.4/src/etc/testcases/taskdefs/fixcrlf/input/Junk1.java,apache-ant-1.6.4/src/etc/testcases/taskdefs/fixcrlf/input/Junk2.java,apache-ant-1.6.4/src/etc/testcases/taskdefs/fixcrlf/input/Junk3.java,apache-ant-1.6.4/src/etc/testcases/taskdefs/fixcrlf/input/Junk4.java,apache-ant-1.6.4/src/etc/testcases/taskdefs/fixcrlf/input/Junk5.java,apache-ant-1.6.4/src/etc/testcases/taskdefs/fixcrlf/input/Junk6.java,apache-ant-1.6.4/src/etc/testcases/taskdefs/fixcrlf/input/Junk7.java,apache-ant-1.6.4/src/etc/testcases/taskdefs/fixcrlf/input/Junk8.java	1	2	1	0	12	10
Task1		apache-ant-1.6.4/src/etc/testcases/core/loaderref/src/Task1.java	1	2	1	0	5	3
jsharp		apache-ant-1.6.4/src/etc/testcases/taskdefs/optional/dotnet/jsharp.java	1	2	1	0	28	5
